city,date,fare,ride_id
Hurleymouth,2019-02-01 03:23:00,22.39,6071730000000
Port Frank,2019-03-16 20:54:00,30.24,1454210000000
Lake Danielberg,2019-01-16 11:59:00,20.07,8448610000000
West Ericstad,2019-03-28 13:29:00,22.28,3135270000000
Karenside,2019-03-11 16:18:00,44.29,3269160000000
South Evanton,2019-03-17 00:31:00,36.31,2783520000000
West Heidi,2019-05-05 15:47:00,37.75,3646770000000
Robertport,2019-02-28 22:50:00,13.39,681044000000
South Jack,2019-01-05 11:31:00,13.14,6809750000000
West Josephberg,2019-02-28 18:19:00,11.1,3529530000000
Port Frank,2019-03-26 19:09:00,28.83,889805000000
Barajasview,2019-02-19 02:25:00,26.83,937248000000
Justinberg,2019-01-03 22:50:00,5.81,9261160000000
North Barbara,2019-04-17 02:49:00,39.18,3503290000000
West Angela,2019-03-08 13:24:00,4.92,5445150000000
South Latoya,2019-03-19 07:54:00,30.03,9560330000000
Hurleymouth,2019-01-18 10:59:00,4.66,8622880000000
Johnton,2019-04-05 07:12:00,22.87,1030620000000
Carriemouth,2019-03-27 02:11:00,38.69,4407120000000
Reynoldsfurt,2019-04-19 00:56:00,13.63,7990080000000
Christopherfurt,2019-03-16 19:46:00,19.61,2290370000000
Liumouth,2019-04-28 00:26:00,5.42,8026920000000
New Kimberlyborough,2019-03-19 07:17:00,15.78,6414960000000
Martinezhaven,2019-03-07 12:26:00,23.55,7385330000000
East Kaylahaven,2019-04-06 16:17:00,35.79,8930600000000
Simpsonburgh,2019-04-26 09:31:00,33.71,2597480000000
Lake Jonathanshire,2019-01-28 00:07:00,5.67,9756570000000
Robertport,2019-04-19 19:45:00,39.57,3970340000000
South Karenland,2019-03-20 10:34:00,33.24,3097270000000
Raymondhaven,2019-03-07 20:59:00,17.66,9257560000000
Port David,2019-02-18 14:47:00,20.16,1847430000000
Royland,2019-02-20 19:14:00,38.28,3616650000000
East Kaylahaven,2019-01-29 07:28:00,41.62,7157220000000
Valentineton,2019-02-23 11:46:00,19.99,9658410000000
Martinezhaven,2019-03-12 10:02:00,21.18,4046810000000
South Phillip,2019-02-19 20:47:00,28.62,4408030000000
Royland,2019-05-04 02:54:00,15.14,4988290000000
West Heidi,2019-02-05 19:24:00,24.32,426277000000
East Kaylahaven,2019-02-28 16:46:00,33.72,1224920000000
New Kimberlyborough,2019-04-03 16:27:00,14.73,9083110000000
South Karenland,2019-01-10 23:48:00,37.58,7165970000000
Richardfort,2019-02-03 00:14:00,29.04,4982670000000
Justinberg,2019-03-10 05:15:00,22.43,5552740000000
Huntermouth,2019-03-21 08:44:00,32.42,3393250000000
Roberthaven,2019-03-22 04:19:00,34.69,1772990000000
West Heidi,2019-03-11 16:10:00,43.45,4654880000000
Raymondhaven,2019-02-17 02:06:00,39.7,3251740000000
Karenside,2019-04-16 23:13:00,39.32,3155940000000
Rogerston,2019-03-16 20:49:00,43.82,4718960000000
Port Johnbury,2019-04-28 16:29:00,36.42,273966000000
West Josephberg,2019-01-18 12:47:00,43.85,9654660000000
North Jasmine,2019-02-05 22:28:00,19.21,6785090000000
Loganberg,2019-04-10 04:59:00,35.97,8828010000000
Barajasview,2019-04-15 20:37:00,17.76,8098250000000
New Paulton,2019-04-17 20:05:00,44.43,338361000000
West Angela,2019-01-19 00:36:00,40.4,740626000000
North Jasmine,2019-02-18 03:09:00,31.49,9759080000000
North Barbara,2019-02-11 18:51:00,43.26,8973500000000
Rogerston,2019-03-02 00:54:00,25.14,1722620000000
Williamsstad,2019-02-21 10:56:00,4.9,7176450000000
South Jack,2019-01-14 17:06:00,40.65,5440570000000
West Anthony,2019-04-15 11:02:00,43.82,4381500000000
Royland,2019-02-12 01:18:00,44.33,5324590000000
West Angela,2019-04-03 14:44:00,23.52,4843050000000
Liumouth,2019-02-22 03:55:00,6.39,8116530000000
Amandaburgh,2019-04-19 16:30:00,6.27,4400630000000
West Ericstad,2019-01-23 10:13:00,10.12,8035850000000
South Jack,2019-01-15 05:51:00,5.58,1793900000000
Barajasview,2019-05-02 21:02:00,17.12,4628920000000
Amandaburgh,2019-03-20 07:40:00,27.45,3701010000000
East Kaylahaven,2019-03-17 23:54:00,8.62,1953430000000
Port Samanthamouth,2019-01-27 00:57:00,28.46,882650000000
New Paulville,2019-01-25 15:19:00,15.04,7529440000000
West Anthony,2019-04-03 02:42:00,10.56,3762870000000
Raymondhaven,2019-01-06 20:15:00,21.19,9473620000000
Rogerston,2019-01-03 21:45:00,36.28,7090350000000
Port David,2019-04-02 16:53:00,41.14,2694440000000
North Markport,2019-02-08 22:01:00,34.69,2742190000000
West Angela,2019-03-04 17:50:00,20.72,1784730000000
South Michelleport,2019-04-21 18:31:00,21.98,5893810000000
Port Frank,2019-02-10 08:14:00,40.82,6386240000000
Rogerston,2019-02-14 05:24:00,19.42,8770690000000
Joneschester,2019-04-02 04:52:00,10.52,4970370000000
South Karenland,2019-03-17 01:22:00,23.26,556551000000
West Angela,2019-05-05 14:17:00,23.66,9188270000000
Royland,2019-02-10 13:50:00,11.24,4949540000000
Christopherfurt,2019-01-30 22:09:00,6.32,4289780000000
Barajasview,2019-04-09 08:10:00,39.36,1801610000000
Christopherfurt,2019-02-08 11:46:00,25.76,951781000000
Leahton,2019-01-13 00:03:00,9.37,4669660000000
Port Angela,2019-04-15 23:02:00,20.16,6490090000000
Loganberg,2019-01-13 23:53:00,41.86,7045610000000
West Heidi,2019-02-24 04:41:00,40.8,4274250000000
Robertport,2019-02-24 22:01:00,8.48,2892770000000
Karenside,2019-03-14 17:07:00,16.31,8818350000000
West Christopherberg,2019-03-20 03:04:00,42.83,6898410000000
West Gabriel,2019-01-15 14:51:00,13.38,7560920000000
Simpsonburgh,2019-04-01 04:02:00,25.65,2869640000000
West Robert,2019-05-04 04:36:00,5.36,9799480000000
Loganberg,2019-02-17 07:58:00,44.47,3541070000000
West Anthony,2019-04-20 20:13:00,11.85,4274670000000
Jerryton,2019-05-01 17:20:00,4.97,8096400000000
North Jasmine,2019-03-04 16:59:00,42.58,8864580000000
North Madeline,2019-01-26 02:37:00,5.59,3676440000000
Royland,2019-03-25 18:17:00,7.09,5660300000000
New Paulton,2019-01-21 17:04:00,18.3,3721170000000
Richardfort,2019-02-08 15:50:00,16.55,2270460000000
Barajasview,2019-02-03 09:58:00,39.39,9438000000000
Pattyland,2019-04-18 23:27:00,28.66,2342400000000
West Christopherberg,2019-02-17 03:30:00,4.4,4353110000000
Grahamburgh,2019-02-25 12:18:00,14.51,6157110000000
New Kimberlyborough,2019-04-11 10:38:00,12.01,135529000000
North Madeline,2019-05-02 23:25:00,11.94,7526660000000
Simpsonburgh,2019-04-12 19:38:00,22.45,7811390000000
Martinezhaven,2019-02-16 17:25:00,15.33,9810610000000
West Heidi,2019-03-30 02:27:00,11.15,2264870000000
Christopherfurt,2019-04-12 14:37:00,22.91,5928120000000
Karenside,2019-04-28 02:38:00,39.41,4711190000000
Rogerston,2019-04-01 09:27:00,28.54,9963100000000
West Samuelburgh,2019-02-19 11:01:00,17.77,7608980000000
Joneschester,2019-03-17 22:39:00,15.35,2307170000000
West Heidi,2019-02-27 11:19:00,35.19,6998270000000
West Heidi,2019-03-02 09:13:00,23.55,6478070000000
Roberthaven,2019-03-30 15:12:00,16.2,2949490000000
Karenberg,2019-04-07 16:28:00,16.11,4806090000000
Port Angela,2019-03-08 16:32:00,23.06,2750740000000
Hurleymouth,2019-02-07 06:07:00,36.7,174818000000
Simpsonburgh,2019-03-31 11:49:00,24.16,9709760000000
South Jack,2019-03-14 17:18:00,18.66,3511600000000
New Jacobville,2019-03-10 01:02:00,10.63,650454000000
Williamsstad,2019-04-16 16:21:00,32.43,7177820000000
Port Johnbury,2019-03-27 08:26:00,38.99,4115680000000
North Jasmine,2019-02-17 00:27:00,35.11,6620980000000
South Jack,2019-01-03 23:11:00,4.95,9005600000000
Pattyland,2019-04-23 02:57:00,13.01,9345290000000
Raymondhaven,2019-02-16 04:31:00,24.31,8960620000000
Joneschester,2019-04-24 13:07:00,9.78,967059000000
North Jason,2019-02-19 04:45:00,15.87,7791830000000
Williamsstad,2019-02-22 04:25:00,20.56,5813760000000
West Christopherberg,2019-02-19 19:49:00,40.98,752484000000
South Karenland,2019-03-19 14:50:00,23.07,5759340000000
Rodneyfort,2019-03-07 23:37:00,7.78,2859630000000
Lake Scottton,2019-02-05 11:47:00,24.54,3770260000000
Royland,2019-01-26 21:29:00,14.68,1747290000000
Martinezhaven,2019-01-21 01:50:00,42.75,9056090000000
West Patrickchester,2019-03-17 04:51:00,17.38,3066490000000
Raymondhaven,2019-03-31 17:01:00,36.29,8959240000000
West Robert,2019-03-06 06:10:00,22.86,2318920000000
South Evanton,2019-02-25 18:39:00,15.06,8873330000000
West Christopherberg,2019-03-07 20:09:00,32.27,2176000000000
West Josephberg,2019-04-19 01:55:00,42.53,6114370000000
Liumouth,2019-03-06 07:44:00,23.53,2430170000000
West Christopherberg,2019-02-10 19:41:00,8.42,836259000000
Hurleymouth,2019-02-23 13:48:00,18.15,6051430000000
Port Angela,2019-02-26 10:01:00,28.52,6783570000000
West Samuelburgh,2019-01-31 09:17:00,14.11,6038400000000
North Barbara,2019-04-06 09:03:00,26.64,929433000000
Rodneyfort,2019-04-29 00:20:00,44.28,6979260000000
North Jason,2019-04-05 02:05:00,31.89,9988470000000
Port David,2019-02-11 23:07:00,10.05,6921950000000
Raymondhaven,2019-01-27 15:52:00,41.76,7325940000000
Barajasview,2019-03-12 04:54:00,37.05,1829230000000
Liumouth,2019-01-17 16:17:00,33.29,3424320000000
North Barbara,2019-03-24 06:49:00,4.05,5344060000000
Valentineton,2019-04-03 11:34:00,18.62,555060000000
West Samuelburgh,2019-04-17 19:01:00,10.58,2071900000000
Carriemouth,2019-01-15 06:27:00,24.13,7417680000000
Carriemouth,2019-05-08 04:20:00,21.99,117998000000
Erikaland,2019-02-21 20:28:00,12.44,2705090000000
Grahamburgh,2019-01-18 07:41:00,23.35,8084540000000
East Kaylahaven,2019-01-29 13:01:00,9.81,2058420000000
Carriemouth,2019-02-04 00:29:00,24.87,6015600000000
Justinberg,2019-04-14 14:48:00,24.34,1492820000000
Pattyland,2019-01-01 17:22:00,42.11,9614950000000
Royland,2019-04-09 00:32:00,22.89,5157860000000
Huntermouth,2019-03-14 10:37:00,30.49,9537560000000
Huntermouth,2019-01-17 12:10:00,41.48,7802300000000
Huntermouth,2019-02-03 12:19:00,31.43,4782860000000
South Evanton,2019-02-21 08:05:00,34.21,5093960000000
West Robert,2019-04-12 08:17:00,32.48,7544370000000
Raymondhaven,2019-03-02 04:56:00,5.19,4175050000000
Port Frank,2019-04-02 15:48:00,13.55,4849710000000
West Heidi,2019-03-18 04:53:00,4.29,4315020000000
Amandaburgh,2019-04-01 09:24:00,24.29,1995460000000
Liumouth,2019-02-27 18:08:00,43.31,1510930000000
Barajasview,2019-03-15 22:44:00,28.3,1314270000000
New Kimberlyborough,2019-03-19 15:25:00,27.37,533038000000
West Samuelburgh,2019-01-06 08:34:00,43.05,9810770000000
Lake Scottton,2019-01-28 02:32:00,23.95,9483400000000
North Jason,2019-01-14 20:53:00,26.58,8642390000000
East Kaylahaven,2019-03-23 10:48:00,4.64,1908040000000
Johnton,2019-03-15 08:40:00,43.5,7134200000000
Roberthaven,2019-02-22 19:42:00,27.48,9420000000000
Robertport,2019-01-25 01:33:00,44.75,6711340000000
Joneschester,2019-02-16 02:35:00,9.48,4155290000000
Johnton,2019-05-02 02:19:00,32.38,8954820000000
West Anthony,2019-02-19 22:53:00,27.9,4267520000000
Martinezhaven,2019-03-11 20:07:00,7.01,7636750000000
Port Johnbury,2019-03-30 17:59:00,15.17,4900590000000
Williamsview,2019-04-07 02:32:00,19.19,8047770000000
West Robert,2019-02-23 19:46:00,33.24,3055030000000
Barajasview,2019-03-19 12:17:00,26.6,5623060000000
Williamsstad,2019-05-06 12:39:00,40.79,8720870000000
Justinberg,2019-01-22 09:08:00,38.3,1287830000000
Justinberg,2019-04-16 01:26:00,16.58,1476440000000
Carriemouth,2019-02-17 05:01:00,22.66,3717940000000
South Evanton,2019-04-10 05:38:00,30.36,5254900000000
Simpsonburgh,2019-02-14 22:52:00,30,7644620000000
New Kimberlyborough,2019-01-07 05:12:00,15.22,7020070000000
Richardfort,2019-04-03 15:07:00,40.77,9496210000000
Williamsview,2019-01-05 00:44:00,21.59,6180220000000
Carriemouth,2019-01-04 15:56:00,31.99,4872540000000
West Christopherberg,2019-04-06 13:59:00,25.31,3275950000000
New Jacobville,2019-04-10 04:16:00,42.92,4021020000000
Karenberg,2019-04-23 21:11:00,26.92,9685100000000
Johnton,2019-02-28 05:42:00,12.02,6670300000000
Amandaburgh,2019-04-20 02:16:00,16.27,3513120000000
Port Frank,2019-04-25 23:04:00,19.43,7792160000000
Martinezhaven,2019-02-03 06:15:00,11.61,3416650000000
Joneschester,2019-03-09 03:25:00,39.32,1553160000000
West Robert,2019-04-07 06:17:00,40.69,502551000000
West Heidi,2019-02-06 00:47:00,40.55,6257940000000
Lake Jonathanshire,2019-01-24 12:24:00,34.65,3319120000000
Johnton,2019-01-22 13:10:00,24.17,7413360000000
South Karenland,2019-01-31 15:50:00,36.28,9219990000000
Liumouth,2019-01-05 19:32:00,27.02,3773620000000
Port Angela,2019-02-08 00:14:00,15.58,7388730000000
Johnton,2019-02-26 09:36:00,18.76,6360820000000
Pattyland,2019-02-05 00:47:00,28.81,115407000000
Deanville,2019-04-26 04:05:00,28.44,3326160000000
West Anthony,2019-03-03 00:24:00,20.71,7550330000000
South Phillip,2019-02-28 14:54:00,42.2,9813560000000
North Jason,2019-01-05 10:59:00,16.22,3842420000000
Loganberg,2019-01-31 23:29:00,13.69,4066010000000
Port Frank,2019-01-27 13:40:00,38.97,5944400000000
South Evanton,2019-03-06 23:01:00,44.41,2760300000000
West Angela,2019-01-22 02:28:00,32.18,4244820000000
Rodneyfort,2019-04-12 23:29:00,27.81,5669400000000
Carriemouth,2019-04-28 09:25:00,37.35,4812350000000
Hurleymouth,2019-02-28 03:20:00,44.85,5104280000000
Lake Danielberg,2019-03-20 05:37:00,33.9,25082058503
Lake Jonathanshire,2019-03-24 16:27:00,14.94,1670910000000
Williamsview,2019-05-04 14:56:00,32.8,2677730000000
West Josephberg,2019-02-19 20:48:00,4.07,1348030000000
Christopherfurt,2019-04-06 22:33:00,27.46,7399940000000
South Phillip,2019-02-01 12:52:00,39.27,5307990000000
New Paulville,2019-02-18 23:43:00,38.97,1733920000000
Grahamburgh,2019-03-24 13:39:00,32.17,2400240000000
Port Johnbury,2019-02-08 10:29:00,7.63,3497570000000
Port David,2019-03-04 00:41:00,23.7,6492200000000
West Ericstad,2019-04-13 09:52:00,22.39,5770760000000
Karenside,2019-05-03 15:31:00,32.68,9194160000000
Valentineton,2019-02-25 02:33:00,10.21,4595890000000
Martinezhaven,2019-03-21 07:56:00,39.26,9867640000000
Huntermouth,2019-03-21 13:31:00,27.96,3030920000000
Rogerston,2019-03-18 12:47:00,8.58,4178980000000
West Angela,2019-03-07 10:38:00,14.8,5022470000000
Rodneyfort,2019-03-15 10:18:00,30.83,4175050000000
North Jasmine,2019-04-24 08:49:00,28.24,8273890000000
Raymondhaven,2019-01-25 06:48:00,14.65,3912460000000
Richardfort,2019-02-19 14:09:00,27.11,8690320000000
West Josephberg,2019-03-16 07:06:00,10.04,6775770000000
Erikaland,2019-05-07 11:23:00,22.72,5590430000000
Royland,2019-01-15 08:50:00,4.1,9409230000000
Roberthaven,2019-03-27 07:24:00,11.51,9185060000000
Justinberg,2019-04-16 05:05:00,27.1,1854550000000
East Kaylahaven,2019-01-04 23:57:00,24.37,5735200000000
North Jason,2019-02-22 07:07:00,18.67,190295000000
Karenside,2019-02-12 20:45:00,25.58,6569020000000
Raymondhaven,2019-02-28 16:10:00,11.26,3122710000000
Amandaburgh,2019-03-13 12:52:00,13.88,6222130000000
Amandaburgh,2019-04-22 21:34:00,42.52,1901160000000
New Jacobville,2019-04-27 14:11:00,37.6,8780900000000
West Ericstad,2019-04-19 20:35:00,5.75,3497130000000
Christopherfurt,2019-01-04 04:30:00,15.47,1471160000000
Port David,2019-03-27 00:20:00,18.43,4635590000000
Martinezhaven,2019-02-15 02:18:00,15.93,9624580000000
West Robert,2019-02-27 04:29:00,22.81,5714310000000
South Michelleport,2019-03-08 04:18:00,27.42,3754240000000
Robertport,2019-05-03 02:36:00,31.62,4852260000000
West Anthony,2019-02-04 15:04:00,20.09,4221520000000
West Angela,2019-03-20 23:44:00,23.83,8750810000000
South Michelleport,2019-05-07 12:25:00,4.47,289109000000
New Paulville,2019-05-01 13:29:00,10.3,1057570000000
Justinberg,2019-02-19 04:01:00,36.27,7286440000000
Leahton,2019-01-08 11:48:00,39.81,457902000000
Justinberg,2019-02-01 21:16:00,31.07,2739650000000
South Latoya,2019-02-12 16:31:00,28.92,5779830000000
Williamsview,2019-02-08 06:11:00,25.3,2324600000000
Joneschester,2019-01-15 21:21:00,13.43,2235860000000
Williamsstad,2019-01-06 20:14:00,43.5,2047850000000
South Karenland,2019-01-25 08:14:00,31.02,500482000000
Carriemouth,2019-04-01 00:35:00,27.84,6589830000000
Valentineton,2019-01-01 14:42:00,12.31,4757040000000
Christopherfurt,2019-03-12 09:22:00,35.57,8286130000000
Huntermouth,2019-02-05 08:10:00,28.58,314352000000
Deanville,2019-02-17 15:51:00,25.33,2749470000000
North Barbara,2019-05-05 09:46:00,26.54,4328280000000
West Angela,2019-01-25 12:19:00,41.05,4602410000000
Martinezhaven,2019-04-15 09:17:00,35.45,4822610000000
West Anthony,2019-01-12 19:38:00,37.66,410252000000
West Samuelburgh,2019-04-25 15:55:00,26.44,4338650000000
West Josephberg,2019-04-29 10:20:00,28.73,1732530000000
Liumouth,2019-04-11 13:52:00,15.55,6828490000000
Karenside,2019-04-04 14:32:00,42.27,6771500000000
Loganberg,2019-04-04 08:04:00,25.93,186096000000
Johnton,2019-01-21 03:20:00,28.59,5597540000000
Carriemouth,2019-03-08 13:35:00,34.32,7984920000000
South Latoya,2019-01-02 00:44:00,43.72,390122000000
South Phillip,2019-03-25 08:38:00,7.04,7931640000000
Lake Danielberg,2019-03-21 19:46:00,14.12,8573680000000
Jerryton,2019-01-27 05:35:00,5.21,2366540000000
Simpsonburgh,2019-04-28 10:54:00,10.07,2994800000000
Amandaburgh,2019-02-06 10:02:00,11.93,7550330000000
Karenberg,2019-02-14 14:40:00,11.06,4344960000000
Jerryton,2019-01-16 17:13:00,22.26,974453000000
East Kaylahaven,2019-03-27 00:44:00,25.29,4840740000000
Pattyland,2019-02-11 20:25:00,33.21,1325880000000
South Michelleport,2019-02-06 17:29:00,25.58,6814780000000
Martinezhaven,2019-02-23 00:15:00,15.48,5946820000000
Loganberg,2019-01-05 14:35:00,5.92,5327700000000
New Paulville,2019-04-13 10:23:00,8.69,592220000000
South Evanton,2019-01-10 02:57:00,37.03,4817990000000
Port Angela,2019-02-06 07:07:00,24.47,1469820000000
West Gabriel,2019-04-21 04:50:00,4.96,2694140000000
New Kimberlyborough,2019-03-28 12:48:00,10.91,935422000000
West Anthony,2019-04-16 01:06:00,17.47,5706560000000
West Gabriel,2019-01-16 06:23:00,25.97,6590480000000
Karenside,2019-01-24 07:48:00,9.39,4829060000000
Liumouth,2019-01-01 00:08:00,37.91,5673670000000
Grahamburgh,2019-04-20 21:40:00,40.06,5161830000000
Christopherfurt,2019-05-07 17:27:00,6.39,7608010000000
West Gabriel,2019-05-01 02:18:00,27.45,2827460000000
West Heidi,2019-01-17 03:43:00,5.78,9107700000000
West Angela,2019-01-04 20:45:00,20.33,1920340000000
Christopherfurt,2019-03-25 17:11:00,7.19,6892680000000
Robertport,2019-03-25 18:55:00,35.29,7875810000000
Royland,2019-01-16 02:06:00,4.89,8053340000000
Huntermouth,2019-03-19 17:31:00,15.05,1677080000000
North Madeline,2019-04-07 06:50:00,11.92,737335000000
East Kaylahaven,2019-01-07 20:29:00,5.56,4657640000000
Loganberg,2019-04-18 17:41:00,22.51,3208040000000
North Jason,2019-01-23 21:22:00,6.54,5614760000000
South Latoya,2019-01-31 23:20:00,14.82,6963440000000
Karenberg,2019-03-09 14:47:00,35.68,8631750000000
West Anthony,2019-05-01 17:43:00,23.76,2929350000000
Williamsstad,2019-03-25 16:07:00,42.93,2210000000000
Port Angela,2019-02-06 16:11:00,11.39,6108670000000
Karenside,2019-02-24 05:39:00,27.64,8058210000000
East Kaylahaven,2019-03-21 22:54:00,9.42,1468260000000
South Michelleport,2019-03-23 16:45:00,14.72,490532000000
Pattyland,2019-01-14 20:49:00,40.21,5825970000000
Port Samanthamouth,2019-02-28 20:01:00,38.42,2105090000000
Reynoldsfurt,2019-04-11 09:09:00,42.97,1390650000000
Pattyland,2019-03-27 06:49:00,8.57,3074550000000
North Jasmine,2019-04-24 08:05:00,14.11,4194710000000
North Madeline,2019-03-31 03:35:00,21.24,654160000000
West Anthony,2019-02-11 05:48:00,15.55,5988410000000
Lake Danielberg,2019-01-28 15:49:00,25.98,1418320000000
Royland,2019-02-19 08:25:00,13.02,186047000000
Reynoldsfurt,2019-03-08 07:06:00,6.08,2567210000000
Roberthaven,2019-02-09 00:25:00,11.71,8182770000000
South Evanton,2019-02-25 11:11:00,15.94,2734320000000
Grahamburgh,2019-03-04 22:51:00,34.93,5941000000000
West Ericstad,2019-03-29 04:59:00,40.29,809503000000
Port Frank,2019-02-17 13:21:00,32.44,5387350000000
Lake Danielberg,2019-02-08 05:26:00,22.74,9524010000000
Erikaland,2019-03-24 09:50:00,4.07,6561680000000
Port David,2019-02-11 11:59:00,38,7772700000000
North Barbara,2019-04-27 00:19:00,16.89,5104120000000
Simpsonburgh,2019-02-27 00:58:00,13.38,1577920000000
North Jason,2019-01-23 05:58:00,32.77,2988760000000
Simpsonburgh,2019-01-06 02:20:00,27.2,3681830000000
South Phillip,2019-04-18 01:17:00,35.7,4752370000000
South Karenland,2019-03-16 02:20:00,4.87,2387920000000
New Paulville,2019-03-14 21:25:00,20.26,8812010000000
Johnton,2019-02-14 18:21:00,43.93,5443750000000
Port Johnbury,2019-02-27 02:44:00,11.33,3225780000000
Joneschester,2019-03-12 21:52:00,21.17,1576520000000
West Samuelburgh,2019-02-12 18:45:00,6.76,8530070000000
Huntermouth,2019-04-28 17:26:00,31.43,6660480000000
Deanville,2019-04-01 00:11:00,22.65,7002780000000
Leahton,2019-02-15 17:00:00,25.84,9242700000000
Hurleymouth,2019-04-13 18:15:00,40.93,4915210000000
West Anthony,2019-03-21 01:28:00,15.64,4746850000000
Karenside,2019-01-23 23:30:00,37.62,1952930000000
West Gabriel,2019-02-28 12:03:00,31.82,4153070000000
Carriemouth,2019-03-26 10:39:00,26.91,7852480000000
South Michelleport,2019-03-01 22:01:00,24.55,9789480000000
Rodneyfort,2019-05-05 03:19:00,22.24,5393290000000
Deanville,2019-03-07 07:21:00,31.08,9711260000000
Reynoldsfurt,2019-05-04 12:38:00,8.81,3238110000000
Justinberg,2019-04-27 12:41:00,18.99,3034610000000
Huntermouth,2019-03-02 10:47:00,10.89,1647270000000
West Robert,2019-02-27 20:51:00,8.37,489897000000
Port Angela,2019-02-14 13:00:00,42.04,896909000000
South Karenland,2019-01-09 20:59:00,44.44,3179950000000
Port David,2019-03-24 16:37:00,25.65,2084690000000
Liumouth,2019-01-04 03:16:00,9.1,8147680000000
Simpsonburgh,2019-01-18 12:48:00,15.36,5195670000000
South Evanton,2019-04-14 20:12:00,19.53,8345650000000
West Heidi,2019-04-06 08:54:00,25.06,8916010000000
Port Frank,2019-01-14 09:19:00,43.27,491473000000
East Kaylahaven,2019-02-23 00:41:00,15.94,1602390000000
North Madeline,2019-01-28 09:57:00,42.24,583417000000
Liumouth,2019-04-14 21:17:00,38.95,14588103145
North Madeline,2019-03-06 19:26:00,26.34,1883860000000
Williamsview,2019-04-15 16:09:00,44.74,2759400000000
North Barbara,2019-03-16 10:22:00,25.06,9745710000000
South Evanton,2019-02-07 08:44:00,7.69,9012610000000
Williamsstad,2019-04-26 04:18:00,18.92,1606400000000
Rodneyfort,2019-01-12 06:17:00,7.05,4239150000000
Karenside,2019-04-19 08:42:00,26.45,9293760000000
New Paulton,2019-01-13 18:33:00,29.9,4090330000000
West Robert,2019-01-17 04:56:00,12.71,8503430000000
Jerryton,2019-02-14 19:48:00,24.49,3080440000000
Karenberg,2019-01-16 13:52:00,41.26,3357150000000
Christopherfurt,2019-05-03 12:46:00,14.43,5644930000000
Grahamburgh,2019-03-27 22:14:00,4.63,7324440000000
New Kimberlyborough,2019-03-02 18:56:00,6.08,3872920000000
North Madeline,2019-03-04 22:29:00,6.19,546550000000
North Jason,2019-03-12 21:01:00,5.76,5113430000000
Liumouth,2019-03-16 06:31:00,34.2,2541740000000
New Jacobville,2019-04-21 23:00:00,13.53,5567940000000
Justinberg,2019-04-24 11:33:00,28.76,6493600000000
West Anthony,2019-03-13 08:03:00,5.03,1178020000000
Raymondhaven,2019-01-13 01:03:00,17.33,2830430000000
Royland,2019-03-22 22:02:00,23.31,2833000000000
Rogerston,2019-01-30 21:18:00,8.87,5686980000000
West Anthony,2019-05-03 04:49:00,21.38,9172650000000
Port Frank,2019-04-06 20:51:00,21.02,9714380000000
Lake Jonathanshire,2019-04-11 22:10:00,12.81,5999870000000
South Phillip,2019-01-17 17:45:00,23.46,2628020000000
South Karenland,2019-03-03 07:40:00,22.44,7458610000000
Port Samanthamouth,2019-04-18 14:39:00,23.56,8734250000000
Huntermouth,2019-01-10 09:40:00,43.01,7580700000000
Joneschester,2019-04-22 16:48:00,9.7,8587090000000
West Anthony,2019-04-22 08:14:00,19.95,1212050000000
North Jasmine,2019-04-11 03:38:00,27.54,5003270000000
Reynoldsfurt,2019-03-10 20:10:00,4.1,5690730000000
North Markport,2019-02-22 15:00:00,16.46,2798290000000
Huntermouth,2019-01-09 22:56:00,15.31,1530050000000
Rogerston,2019-03-19 16:58:00,29.88,3979710000000
Deanville,2019-03-05 12:05:00,11.16,4737020000000
Rodneyfort,2019-01-11 14:18:00,23.21,3433720000000
Reynoldsfurt,2019-03-29 17:35:00,31.43,9922310000000
West Josephberg,2019-01-14 18:07:00,9.71,4726130000000
Huntermouth,2019-03-20 00:45:00,40.55,6750620000000
Amandaburgh,2019-04-24 08:02:00,14.55,7836120000000
Port Frank,2019-03-05 00:42:00,36.35,9213720000000
Martinezhaven,2019-01-10 03:37:00,23.62,5469890000000
East Kaylahaven,2019-02-10 12:42:00,6.69,6071840000000
Joneschester,2019-03-10 13:31:00,22.72,8705030000000
West Angela,2019-05-01 19:03:00,23.23,7769940000000
New Paulton,2019-04-24 14:27:00,32.22,2989630000000
Roberthaven,2019-03-05 12:12:00,5.43,605362000000
Port Frank,2019-03-09 16:59:00,6.5,2109090000000
Port Frank,2019-04-04 11:46:00,39.39,7967480000000
Hurleymouth,2019-03-07 12:38:00,41.96,1677330000000
Leahton,2019-03-06 17:06:00,41.29,3310670000000
Johnton,2019-02-07 19:40:00,30.97,6853980000000
Lake Scottton,2019-05-03 15:26:00,25.68,771161000000
Simpsonburgh,2019-01-31 05:16:00,39.23,3697090000000
West Angela,2019-02-21 13:51:00,29.99,4367320000000
Williamsview,2019-04-16 08:23:00,20.38,8227750000000
West Josephberg,2019-04-12 00:11:00,15.49,5118230000000
West Josephberg,2019-02-15 00:51:00,36.7,8334270000000
South Karenland,2019-02-19 02:20:00,39.59,9834070000000
Barajasview,2019-01-02 23:23:00,36.13,8567190000000
East Kaylahaven,2019-01-21 16:07:00,36.89,2411250000000
Loganberg,2019-01-12 05:07:00,36.82,1078110000000
Richardfort,2019-04-22 03:06:00,39.74,4081390000000
Richardfort,2019-01-31 14:51:00,43.92,4066950000000
